id,department,role_family,capability_level,max_risk
"operations-analysis-research-senior-specialist","Operations","analysis-research","L2","R2"
"operations-analysis-research-team-lead","Operations","analysis-research","L3","R2"
"operations-analysis-research-department-lead","Operations","analysis-research","L4","R3"
"operations-analysis-research-executive-coordinator","Operations","analysis-research","L5","R3"
"operations-implementation-delivery-utility-worker","Operations","implementation-delivery","L0","R1"
"operations-implementation-delivery-specialist","Operations","implementation-delivery","L1","R1"
"operations-implementation-delivery-senior-specialist","Operations","implementation-delivery","L2","R2"
"operations-implementation-delivery-team-lead","Operations","implementation-delivery","L3","R2"
"operations-implementation-delivery-department-lead","Operations","implementation-delivery","L4","R3"
"operations-implementation-delivery-executive-coordinator","Operations","implementation-delivery","L5","R3"
"operations-operations-reliability-utility-worker","Operations","operations-reliability","L0","R1"
"operations-operations-reliability-specialist","Operations","operations-reliability","L1","R1"
"operations-operations-reliability-senior-specialist","Operations","operations-reliability","L2","R2"
"operations-operations-reliability-team-lead","Operations","operations-reliability","L3","R2"
"operations-operations-reliability-department-lead","Operations","operations-reliability","L4","R3"
"operations-operations-reliability-executive-coordinator","Operations","operations-reliability","L5","R3"
"operations-verification-governance-utility-worker","Operations","verification-governance","L0","R1"
"operations-verification-governance-specialist","Operations","verification-governance","L1","R1"
"operations-verification-governance-senior-specialist","Operations","verification-governance","L2","R2"
"operations-verification-governance-team-lead","Operations","verification-governance","L3","R2"
"operations-verification-governance-department-lead","Operations","verification-governance","L4","R3"
"operations-verification-governance-executive-coordinator","Operations","verification-governance","L5","R3"
"operations-knowledge-coordination-utility-worker","Operations","knowledge-coordination","L0","R1"
"operations-knowledge-coordination-specialist","Operations","knowledge-coordination","L1","R1"
"operations-knowledge-coordination-senior-specialist","Operations","knowledge-coordination","L2","R2"
"operations-knowledge-coordination-team-lead","Operations","knowledge-coordination","L3","R2"
"operations-knowledge-coordination-department-lead","Operations","knowledge-coordination","L4","R3"
"operations-knowledge-coordination-executive-coordinator","Operations","knowledge-coordination","L5","R3"
"quality-and-reliability-strategy-planning-utility-worker","Quality & Reliability","strategy-planning","L0","R1"
"quality-and-reliability-strategy-planning-specialist","Quality & Reliability","strategy-planning","L1","R1"
"quality-and-reliability-strategy-planning-senior-specialist","Quality & Reliability","strategy-planning","L2","R2"
"quality-and-reliability-strategy-planning-team-lead","Quality & Reliability","strategy-planning","L3","R2"
"quality-and-reliability-strategy-planning-department-lead","Quality & Reliability","strategy-planning","L4","R3"
"quality-and-reliability-strategy-planning-executive-coordinator","Quality & Reliability","strategy-planning","L5","R3"
"quality-and-reliability-analysis-research-utility-worker","Quality & Reliability","analysis-research","L0","R1"
"quality-and-reliability-analysis-research-specialist","Quality & Reliability","analysis-research","L1","R1"
"quality-and-reliability-analysis-research-senior-specialist","Quality & Reliability","analysis-research","L2","R2"
"quality-and-reliability-analysis-research-team-lead","Quality & Reliability","analysis-research","L3","R2"
"quality-and-reliability-analysis-research-department-lead","Quality & Reliability","analysis-research","L4","R3"
"quality-and-reliability-analysis-research-executive-coordinator","Quality & Reliability","analysis-research","L5","R3"
"quality-and-reliability-implementation-delivery-utility-worker","Quality & Reliability","implementation-delivery","L0","R1"
"quality-and-reliability-implementation-delivery-specialist","Quality & Reliability","implementation-delivery","L1","R1"
"quality-and-reliability-implementation-delivery-senior-specialist","Quality & Reliability","implementation-delivery","L2","R2"
"quality-and-reliability-implementation-delivery-team-lead","Quality & Reliability","implementation-delivery","L3","R2"
"quality-and-reliability-implementation-delivery-department-lead","Quality & Reliability","implementation-delivery","L4","R3"
"quality-and-reliability-implementation-delivery-executive-coordinator","Quality & Reliability","implementation-delivery","L5","R3"
"quality-and-reliability-operations-reliability-utility-worker","Quality & Reliability","operations-reliability","L0","R1"
"quality-and-reliability-operations-reliability-specialist","Quality & Reliability","operations-reliability","L1","R1"
"quality-and-reliability-operations-reliability-senior-specialist","Quality & Reliability","operations-reliability","L2","R2"
"quality-and-reliability-operations-reliability-team-lead","Quality & Reliability","operations-reliability","L3","R2"
"quality-and-reliability-operations-reliability-department-lead","Quality & Reliability","operations-reliability","L4","R3"
"quality-and-reliability-operations-reliability-executive-coordinator","Quality & Reliability","operations-reliability","L5","R3"
"quality-and-reliability-verification-governance-utility-worker","Quality & Reliability","verification-governance","L0","R1"
"quality-and-reliability-verification-governance-specialist","Quality & Reliability","verification-governance","L1","R1"
"quality-and-reliability-verification-governance-senior-specialist","Quality & Reliability","verification-governance","L2","R2"
"quality-and-reliability-verification-governance-team-lead","Quality & Reliability","verification-governance","L3","R2"
"quality-and-reliability-verification-governance-department-lead","Quality & Reliability","verification-governance","L4","R3"
"quality-and-reliability-verification-governance-executive-coordinator","Quality & Reliability","verification-governance","L5","R3"
"quality-and-reliability-knowledge-coordination-utility-worker","Quality & Reliability","knowledge-coordination","L0","R1"
"quality-and-reliability-knowledge-coordination-specialist","Quality & Reliability","knowledge-coordination","L1","R1"
"quality-and-reliability-knowledge-coordination-senior-specialist","Quality & Reliability","knowledge-coordination","L2","R2"
"quality-and-reliability-knowledge-coordination-team-lead","Quality & Reliability","knowledge-coordination","L3","R2"
"quality-and-reliability-knowledge-coordination-department-lead","Quality & Reliability","knowledge-coordination","L4","R3"
"quality-and-reliability-knowledge-coordination-executive-coordinator","Quality & Reliability","knowledge-coordination","L5","R3"
"sales-strategy-planning-utility-worker","Sales","strategy-planning","L0","R1"
"sales-strategy-planning-specialist","Sales","strategy-planning","L1","R1"
"sales-strategy-planning-senior-specialist","Sales","strategy-planning","L2","R2"
"sales-strategy-planning-team-lead","Sales","strategy-planning","L3","R2"
"sales-strategy-planning-department-lead","Sales","strategy-planning","L4","R3"
"sales-strategy-planning-executive-coordinator","Sales","strategy-planning","L5","R3"
"sales-analysis-research-utility-worker","Sales","analysis-research","L0","R1"
"sales-analysis-research-specialist","Sales","analysis-research","L1","R1"
"sales-analysis-research-senior-specialist","Sales","analysis-research","L2","R2"
"sales-analysis-research-team-lead","Sales","analysis-research","L3","R2"
"sales-analysis-research-department-lead","Sales","analysis-research","L4","R3"
"sales-analysis-research-executive-coordinator","Sales","analysis-research","L5","R3"
"sales-implementation-delivery-utility-worker","Sales","implementation-delivery","L0","R1"
"sales-implementation-delivery-specialist","Sales","implementation-delivery","L1","R1"
"sales-implementation-delivery-senior-specialist","Sales","implementation-delivery","L2","R2"
"sales-implementation-delivery-team-lead","Sales","implementation-delivery","L3","R2"
"sales-implementation-delivery-department-lead","Sales","implementation-delivery","L4","R3"
"sales-implementation-delivery-executive-coordinator","Sales","implementation-delivery","L5","R3"
"sales-operations-reliability-utility-worker","Sales","operations-reliability","L0","R1"
"sales-operations-reliability-specialist","Sales","operations-reliability","L1","R1"
"sales-operations-reliability-senior-specialist","Sales","operations-reliability","L2","R2"
"sales-operations-reliability-team-lead","Sales","operations-reliability","L3","R2"
"sales-operations-reliability-department-lead","Sales","operations-reliability","L4","R3"
"sales-operations-reliability-executive-coordinator","Sales","operations-reliability","L5","R3"
"sales-verification-governance-utility-worker","Sales","verification-governance","L0","R1"
"sales-verification-governance-specialist","Sales","verification-governance","L1","R1"
"sales-verification-governance-senior-specialist","Sales","verification-governance","L2","R2"
"sales-verification-governance-team-lead","Sales","verification-governance","L3","R2"
"sales-verification-governance-department-lead","Sales","verification-governance","L4","R3"
"sales-verification-governance-executive-coordinator","Sales","verification-governance","L5","R3"
"sales-knowledge-coordination-utility-worker","Sales","knowledge-coordination","L0","R1"
"sales-knowledge-coordination-specialist","Sales","knowledge-coordination","L1","R1"
"sales-knowledge-coordination-senior-specialist","Sales","knowledge-coordination","L2","R2"
"sales-knowledge-coordination-team-lead","Sales","knowledge-coordination","L3","R2"
"sales-knowledge-coordination-department-lead","Sales","knowledge-coordination","L4","R3"
"sales-knowledge-coordination-executive-coordinator","Sales","knowledge-coordination","L5","R3"
"marketing-and-growth-strategy-planning-utility-worker","Marketing & Growth","strategy-planning","L0","R1"
"marketing-and-growth-strategy-planning-specialist","Marketing & Growth","strategy-planning","L1","R1"
"marketing-and-growth-strategy-planning-senior-specialist","Marketing & Growth","strategy-planning","L2","R2"
"marketing-and-growth-strategy-planning-team-lead","Marketing & Growth","strategy-planning","L3","R2"
"marketing-and-growth-strategy-planning-department-lead","Marketing & Growth","strategy-planning","L4","R3"
"marketing-and-growth-strategy-planning-executive-coordinator","Marketing & Growth","strategy-planning","L5","R3"
"marketing-and-growth-analysis-research-utility-worker","Marketing & Growth","analysis-research","L0","R1"
"marketing-and-growth-analysis-research-specialist","Marketing & Growth","analysis-research","L1","R1"
"marketing-and-growth-analysis-research-senior-specialist","Marketing & Growth","analysis-research","L2","R2"
"marketing-and-growth-analysis-research-team-lead","Marketing & Growth","analysis-research","L3","R2"
"marketing-and-growth-analysis-research-department-lead","Marketing & Growth","analysis-research","L4","R3"
"marketing-and-growth-analysis-research-executive-coordinator","Marketing & Growth","analysis-research","L5","R3"
"marketing-and-growth-implementation-delivery-utility-worker","Marketing & Growth","implementation-delivery","L0","R1"
"marketing-and-growth-implementation-delivery-specialist","Marketing & Growth","implementation-delivery","L1","R1"
"marketing-and-growth-implementation-delivery-senior-specialist","Marketing & Growth","implementation-delivery","L2","R2"
"marketing-and-growth-implementation-delivery-team-lead","Marketing & Growth","implementation-delivery","L3","R2"
"marketing-and-growth-implementation-delivery-department-lead","Marketing & Growth","implementation-delivery","L4","R3"
"marketing-and-growth-implementation-delivery-executive-coordinator","Marketing & Growth","implementation-delivery","L5","R3"
"marketing-and-growth-operations-reliability-utility-worker","Marketing & Growth","operations-reliability","L0","R1"
"marketing-and-growth-operations-reliability-specialist","Marketing & Growth","operations-reliability","L1","R1"
"marketing-and-growth-operations-reliability-senior-specialist","Marketing & Growth","operations-reliability","L2","R2"
"marketing-and-growth-operations-reliability-team-lead","Marketing & Growth","operations-reliability","L3","R2"
"marketing-and-growth-operations-reliability-department-lead","Marketing & Growth","operations-reliability","L4","R3"
"marketing-and-growth-operations-reliability-executive-coordinator","Marketing & Growth","operations-reliability","L5","R3"
"marketing-and-growth-verification-governance-utility-worker","Marketing & Growth","verification-governance","L0","R1"
"marketing-and-growth-verification-governance-specialist","Marketing & Growth","verification-governance","L1","R1"
"marketing-and-growth-verification-governance-senior-specialist","Marketing & Growth","verification-governance","L2","R2"
"marketing-and-growth-verification-governance-team-lead","Marketing & Growth","verification-governance","L3","R2"
"marketing-and-growth-verification-governance-department-lead","Marketing & Growth","verification-governance","L4","R3"
"marketing-and-growth-verification-governance-executive-coordinator","Marketing & Growth","verification-governance","L5","R3"
"marketing-and-growth-knowledge-coordination-utility-worker","Marketing & Growth","knowledge-coordination","L0","R1"
"marketing-and-growth-knowledge-coordination-specialist","Marketing & Growth","knowledge-coordination","L1","R1"
"marketing-and-growth-knowledge-coordination-senior-specialist","Marketing & Growth","knowledge-coordination","L2","R2"
"marketing-and-growth-knowledge-coordination-team-lead","Marketing & Growth","knowledge-coordination","L3","R2"
"marketing-and-growth-knowledge-coordination-department-lead","Marketing & Growth","knowledge-coordination","L4","R3"
"marketing-and-growth-knowledge-coordination-executive-coordinator","Marketing & Growth","knowledge-coordination","L5","R3"
"partnerships-and-business-development-strategy-planning-utility-worker","Partnerships & Business Development","strategy-planning","L0","R1"
"partnerships-and-business-development-strategy-planning-specialist","Partnerships & Business Development","strategy-planning","L1","R1"
"partnerships-and-business-development-strategy-planning-senior-specialist","Partnerships & Business Development","strategy-planning","L2","R2"
"partnerships-and-business-development-strategy-planning-team-lead","Partnerships & Business Development","strategy-planning","L3","R2"
"partnerships-and-business-development-strategy-planning-department-lead","Partnerships & Business Development","strategy-planning","L4","R3"
"partnerships-and-business-development-strategy-planning-executive-coordinator","Partnerships & Business Development","strategy-planning","L5","R3"
"partnerships-and-business-development-analysis-research-utility-worker","Partnerships & Business Development","analysis-research","L0","R1"
"partnerships-and-business-development-analysis-research-specialist","Partnerships & Business Development","analysis-research","L1","R1"
"partnerships-and-business-development-analysis-research-senior-specialist","Partnerships & Business Development","analysis-research","L2","R2"
"partnerships-and-business-development-analysis-research-team-lead","Partnerships & Business Development","analysis-research","L3","R2"
"partnerships-and-business-development-analysis-research-department-lead","Partnerships & Business Development","analysis-research","L4","R3"
"partnerships-and-business-development-analysis-research-executive-coordinator","Partnerships & Business Development","analysis-research","L5","R3"
"partnerships-and-business-development-implementation-delivery-utility-worker","Partnerships & Business Development","implementation-delivery","L0","R1"
"partnerships-and-business-development-implementation-delivery-specialist","Partnerships & Business Development","implementation-delivery","L1","R1"
"partnerships-and-business-development-implementation-delivery-senior-specialist","Partnerships & Business Development","implementation-delivery","L2","R2"
"partnerships-and-business-development-implementation-delivery-team-lead","Partnerships & Business Development","implementation-delivery","L3","R2"
"partnerships-and-business-development-implementation-delivery-department-lead","Partnerships & Business Development","implementation-delivery","L4","R3"
"partnerships-and-business-development-implementation-delivery-executive-coordinator","Partnerships & Business Development","implementation-delivery","L5","R3"
"partnerships-and-business-development-operations-reliability-utility-worker","Partnerships & Business Development","operations-reliability","L0","R1"
"partnerships-and-business-development-operations-reliability-specialist","Partnerships & Business Development","operations-reliability","L1","R1"
"partnerships-and-business-development-operations-reliability-senior-specialist","Partnerships & Business Development","operations-reliability","L2","R2"
"partnerships-and-business-development-operations-reliability-team-lead","Partnerships & Business Development","operations-reliability","L3","R2"
"partnerships-and-business-development-operations-reliability-department-lead","Partnerships & Business Development","operations-reliability","L4","R3"
"partnerships-and-business-development-operations-reliability-executive-coordinator","Partnerships & Business Development","operations-reliability","L5","R3"
"partnerships-and-business-development-verification-governance-utility-worker","Partnerships & Business Development","verification-governance","L0","R1"
"partnerships-and-business-development-verification-governance-specialist","Partnerships & Business Development","verification-governance","L1","R1"
"partnerships-and-business-development-verification-governance-senior-specialist","Partnerships & Business Development","verification-governance","L2","R2"
"partnerships-and-business-development-verification-governance-team-lead","Partnerships & Business Development","verification-governance","L3","R2"
"partnerships-and-business-development-verification-governance-department-lead","Partnerships & Business Development","verification-governance","L4","R3"
"partnerships-and-business-development-verification-governance-executive-coordinator","Partnerships & Business Development","verification-governance","L5","R3"
"partnerships-and-business-development-knowledge-coordination-utility-worker","Partnerships & Business Development","knowledge-coordination","L0","R1"
"partnerships-and-business-development-knowledge-coordination-specialist","Partnerships & Business Development","knowledge-coordination","L1","R1"
"partnerships-and-business-development-knowledge-coordination-senior-specialist","Partnerships & Business Development","knowledge-coordination","L2","R2"
"partnerships-and-business-development-knowledge-coordination-team-lead","Partnerships & Business Development","knowledge-coordination","L3","R2"
"partnerships-and-business-development-knowledge-coordination-department-lead","Partnerships & Business Development","knowledge-coordination","L4","R3"
"partnerships-and-business-development-knowledge-coordination-executive-coordinator","Partnerships & Business Development","knowledge-coordination","L5","R3"
"customer-success-strategy-planning-utility-worker","Customer Success","strategy-planning","L0","R1"
"customer-success-strategy-planning-specialist","Customer Success","strategy-planning","L1","R1"
"customer-success-strategy-planning-senior-specialist","Customer Success","strategy-planning","L2","R2"
"customer-success-strategy-planning-team-lead","Customer Success","strategy-planning","L3","R2"
"customer-success-strategy-planning-department-lead","Customer Success","strategy-planning","L4","R3"
"customer-success-strategy-planning-executive-coordinator","Customer Success","strategy-planning","L5","R3"
"customer-success-analysis-research-utility-worker","Customer Success","analysis-research","L0","R1"
"customer-success-analysis-research-specialist","Customer Success","analysis-research","L1","R1"
"customer-success-analysis-research-senior-specialist","Customer Success","analysis-research","L2","R2"
"customer-success-analysis-research-team-lead","Customer Success","analysis-research","L3","R2"
"customer-success-analysis-research-department-lead","Customer Success","analysis-research","L4","R3"
"customer-success-analysis-research-executive-coordinator","Customer Success","analysis-research","L5","R3"
"customer-success-implementation-delivery-utility-worker","Customer Success","implementation-delivery","L0","R1"
"customer-success-implementation-delivery-specialist","Customer Success","implementation-delivery","L1","R1"
"customer-success-implementation-delivery-senior-specialist","Customer Success","implementation-delivery","L2","R2"
"customer-success-implementation-delivery-team-lead","Customer Success","implementation-delivery","L3","R2"
"customer-success-implementation-delivery-department-lead","Customer Success","implementation-delivery","L4","R3"
"customer-success-implementation-delivery-executive-coordinator","Customer Success","implementation-delivery","L5","R3"
"customer-success-operations-reliability-utility-worker","Customer Success","operations-reliability","L0","R1"
"customer-success-operations-reliability-specialist","Customer Success","operations-reliability","L1","R1"
"customer-success-operations-reliability-senior-specialist","Customer Success","operations-reliability","L2","R2"
"customer-success-operations-reliability-team-lead","Customer Success","operations-reliability","L3","R2"
"customer-success-operations-reliability-department-lead","Customer Success","operations-reliability","L4","R3"
"customer-success-operations-reliability-executive-coordinator","Customer Success","operations-reliability","L5","R3"
"customer-success-verification-governance-utility-worker","Customer Success","verification-governance","L0","R1"
"customer-success-verification-governance-specialist","Customer Success","verification-governance","L1","R1"
"customer-success-verification-governance-senior-specialist","Customer Success","verification-governance","L2","R2"
"customer-success-verification-governance-team-lead","Customer Success","verification-governance","L3","R2"
"customer-success-verification-governance-department-lead","Customer Success","verification-governance","L4","R3"
"customer-success-verification-governance-executive-coordinator","Customer Success","verification-governance","L5","R3"
"customer-success-knowledge-coordination-utility-worker","Customer Success","knowledge-coordination","L0","R1"
"customer-success-knowledge-coordination-specialist","Customer Success","knowledge-coordination","L1","R1"
"customer-success-knowledge-coordination-senior-specialist","Customer Success","knowledge-coordination","L2","R2"
"customer-success-knowledge-coordination-team-lead","Customer Success","knowledge-coordination","L3","R2"
"customer-success-knowledge-coordination-department-lead","Customer Success","knowledge-coordination","L4","R3"
"customer-success-knowledge-coordination-executive-coordinator","Customer Success","knowledge-coordination","L5","R3"
"customer-support-strategy-planning-utility-worker","Customer Support","strategy-planning","L0","R1"
"customer-support-strategy-planning-specialist","Customer Support","strategy-planning","L1","R1"
"customer-support-strategy-planning-senior-specialist","Customer Support","strategy-planning","L2","R2"
"customer-support-strategy-planning-team-lead","Customer Support","strategy-planning","L3","R2"
"customer-support-strategy-planning-department-lead","Customer Support","strategy-planning","L4","R3"
"customer-support-strategy-planning-executive-coordinator","Customer Support","strategy-planning","L5","R3"
"customer-support-analysis-research-utility-worker","Customer Support","analysis-research","L0","R1"
"customer-support-analysis-research-specialist","Customer Support","analysis-research","L1","R1"
"customer-support-analysis-research-senior-specialist","Customer Support","analysis-research","L2","R2"
"customer-support-analysis-research-team-lead","Customer Support","analysis-research","L3","R2"
"customer-support-analysis-research-department-lead","Customer Support","analysis-research","L4","R3"
"customer-support-analysis-research-executive-coordinator","Customer Support","analysis-research","L5","R3"
"customer-support-implementation-delivery-utility-worker","Customer Support","implementation-delivery","L0","R1"
"customer-support-implementation-delivery-specialist","Customer Support","implementation-delivery","L1","R1"
"customer-support-implementation-delivery-senior-specialist","Customer Support","implementation-delivery","L2","R2"
"customer-support-implementation-delivery-team-lead","Customer Support","implementation-delivery","L3","R2"
"customer-support-implementation-delivery-department-lead","Customer Support","implementation-delivery","L4","R3"
"customer-support-implementation-delivery-executive-coordinator","Customer Support","implementation-delivery","L5","R3"
"customer-support-operations-reliability-utility-worker","Customer Support","operations-reliability","L0","R1"
"customer-support-operations-reliability-specialist","Customer Support","operations-reliability","L1","R1"
"customer-support-operations-reliability-senior-specialist","Customer Support","operations-reliability","L2","R2"
"customer-support-operations-reliability-team-lead","Customer Support","operations-reliability","L3","R2"
"customer-support-operations-reliability-department-lead","Customer Support","operations-reliability","L4","R3"
"customer-support-operations-reliability-executive-coordinator","Customer Support","operations-reliability","L5","R3"
"customer-support-verification-governance-utility-worker","Customer Support","verification-governance","L0","R1"
"customer-support-verification-governance-specialist","Customer Support","verification-governance","L1","R1"
"customer-support-verification-governance-senior-specialist","Customer Support","verification-governance","L2","R2"
"customer-support-verification-governance-team-lead","Customer Support","verification-governance","L3","R2"
"customer-support-verification-governance-department-lead","Customer Support","verification-governance","L4","R3"
"customer-support-verification-governance-executive-coordinator","Customer Support","verification-governance","L5","R3"
"customer-support-knowledge-coordination-utility-worker","Customer Support","knowledge-coordination","L0","R1"
"customer-support-knowledge-coordination-specialist","Customer Support","knowledge-coordination","L1","R1"
"customer-support-knowledge-coordination-senior-specialist","Customer Support","knowledge-coordination","L2","R2"
"customer-support-knowledge-coordination-team-lead","Customer Support","knowledge-coordination","L3","R2"
"customer-support-knowledge-coordination-department-lead","Customer Support","knowledge-coordination","L4","R3"
"customer-support-knowledge-coordination-executive-coordinator","Customer Support","knowledge-coordination","L5","R3"
"professional-services-strategy-planning-utility-worker","Professional Services","strategy-planning","L0","R1"
"professional-services-strategy-planning-specialist","Professional Services","strategy-planning","L1","R1"
"professional-services-strategy-planning-senior-specialist","Professional Services","strategy-planning","L2","R2"
"professional-services-strategy-planning-team-lead","Professional Services","strategy-planning","L3","R2"
"professional-services-strategy-planning-department-lead","Professional Services","strategy-planning","L4","R3"
"professional-services-strategy-planning-executive-coordinator","Professional Services","strategy-planning","L5","R3"
"professional-services-analysis-research-utility-worker","Professional Services","analysis-research","L0","R1"
"professional-services-analysis-research-specialist","Professional Services","analysis-research","L1","R1"
"professional-services-analysis-research-senior-specialist","Professional Services","analysis-research","L2","R2"
"professional-services-analysis-research-team-lead","Professional Services","analysis-research","L3","R2"
"professional-services-analysis-research-department-lead","Professional Services","analysis-research","L4","R3"
"professional-services-analysis-research-executive-coordinator","Professional Services","analysis-research","L5","R3"
"professional-services-implementation-delivery-utility-worker","Professional Services","implementation-delivery","L0","R1"
"professional-services-implementation-delivery-specialist","Professional Services","implementation-delivery","L1","R1"
"professional-services-implementation-delivery-senior-specialist","Professional Services","implementation-delivery","L2","R2"
"professional-services-implementation-delivery-team-lead","Professional Services","implementation-delivery","L3","R2"
"professional-services-implementation-delivery-department-lead","Professional Services","implementation-delivery","L4","R3"
"professional-services-implementation-delivery-executive-coordinator","Professional Services","implementation-delivery","L5","R3"
"professional-services-operations-reliability-utility-worker","Professional Services","operations-reliability","L0","R1"
"professional-services-operations-reliability-specialist","Professional Services","operations-reliability","L1","R1"
"professional-services-operations-reliability-senior-specialist","Professional Services","operations-reliability","L2","R2"
"professional-services-operations-reliability-team-lead","Professional Services","operations-reliability","L3","R2"
"professional-services-operations-reliability-department-lead","Professional Services","operations-reliability","L4","R3"
"professional-services-operations-reliability-executive-coordinator","Professional Services","operations-reliability","L5","R3"
"professional-services-verification-governance-utility-worker","Professional Services","verification-governance","L0","R1"
"professional-services-verification-governance-specialist","Professional Services","verification-governance","L1","R1"
"professional-services-verification-governance-senior-specialist","Professional Services","verification-governance","L2","R2"
"professional-services-verification-governance-team-lead","Professional Services","verification-governance","L3","R2"
"professional-services-verification-governance-department-lead","Professional Services","verification-governance","L4","R3"
"professional-services-verification-governance-executive-coordinator","Professional Services","verification-governance","L5","R3"
"professional-services-knowledge-coordination-utility-worker","Professional Services","knowledge-coordination","L0","R1"
"professional-services-knowledge-coordination-specialist","Professional Services","knowledge-coordination","L1","R1"
"professional-services-knowledge-coordination-senior-specialist","Professional Services","knowledge-coordination","L2","R2"
"professional-services-knowledge-coordination-team-lead","Professional Services","knowledge-coordination","L3","R2"
"professional-services-knowledge-coordination-department-lead","Professional Services","knowledge-coordination","L4","R3"
"professional-services-knowledge-coordination-executive-coordinator","Professional Services","knowledge-coordination","L5","R3"
"finance-and-accounting-strategy-planning-utility-worker","Finance & Accounting","strategy-planning","L0","R1"
"finance-and-accounting-strategy-planning-specialist","Finance & Accounting","strategy-planning","L1","R1"
"finance-and-accounting-strategy-planning-senior-specialist","Finance & Accounting","strategy-planning","L2","R2"
"finance-and-accounting-strategy-planning-team-lead","Finance & Accounting","strategy-planning","L3","R2"
"finance-and-accounting-strategy-planning-department-lead","Finance & Accounting","strategy-planning","L4","R3"
"finance-and-accounting-strategy-planning-executive-coordinator","Finance & Accounting","strategy-planning","L5","R3"
"finance-and-accounting-analysis-research-utility-worker","Finance & Accounting","analysis-research","L0","R1"
"finance-and-accounting-analysis-research-specialist","Finance & Accounting","analysis-research","L1","R1"
"finance-and-accounting-analysis-research-senior-specialist","Finance & Accounting","analysis-research","L2","R2"
"finance-and-accounting-analysis-research-team-lead","Finance & Accounting","analysis-research","L3","R2"
"finance-and-accounting-analysis-research-department-lead","Finance & Accounting","analysis-research","L4","R3"
"finance-and-accounting-analysis-research-executive-coordinator","Finance & Accounting","analysis-research","L5","R3"
"finance-and-accounting-implementation-delivery-utility-worker","Finance & Accounting","implementation-delivery","L0","R1"
"finance-and-accounting-implementation-delivery-specialist","Finance & Accounting","implementation-delivery","L1","R1"
"finance-and-accounting-implementation-delivery-senior-specialist","Finance & Accounting","implementation-delivery","L2","R2"
"finance-and-accounting-implementation-delivery-team-lead","Finance & Accounting","implementation-delivery","L3","R2"
"finance-and-accounting-implementation-delivery-department-lead","Finance & Accounting","implementation-delivery","L4","R3"
"finance-and-accounting-implementation-delivery-executive-coordinator","Finance & Accounting","implementation-delivery","L5","R3"
"finance-and-accounting-operations-reliability-utility-worker","Finance & Accounting","operations-reliability","L0","R1"
"finance-and-accounting-operations-reliability-specialist","Finance & Accounting","operations-reliability","L1","R1"
"finance-and-accounting-operations-reliability-senior-specialist","Finance & Accounting","operations-reliability","L2","R2"
"finance-and-accounting-operations-reliability-team-lead","Finance & Accounting","operations-reliability","L3","R2"
"finance-and-accounting-operations-reliability-department-lead","Finance & Accounting","operations-reliability","L4","R3"
"finance-and-accounting-operations-reliability-executive-coordinator","Finance & Accounting","operations-reliability","L5","R3"
"finance-and-accounting-verification-governance-utility-worker","Finance & Accounting","verification-governance","L0","R1"
"finance-and-accounting-verification-governance-specialist","Finance & Accounting","verification-governance","L1","R1"
"finance-and-accounting-verification-governance-senior-specialist","Finance & Accounting","verification-governance","L2","R2"
"finance-and-accounting-verification-governance-team-lead","Finance & Accounting","verification-governance","L3","R2"
"finance-and-accounting-verification-governance-department-lead","Finance & Accounting","verification-governance","L4","R3"
"finance-and-accounting-verification-governance-executive-coordinator","Finance & Accounting","verification-governance","L5","R3"
"finance-and-accounting-knowledge-coordination-utility-worker","Finance & Accounting","knowledge-coordination","L0","R1"
"finance-and-accounting-knowledge-coordination-specialist","Finance & Accounting","knowledge-coordination","L1","R1"
"finance-and-accounting-knowledge-coordination-senior-specialist","Finance & Accounting","knowledge-coordination","L2","R2"
"finance-and-accounting-knowledge-coordination-team-lead","Finance & Accounting","knowledge-coordination","L3","R2"
"finance-and-accounting-knowledge-coordination-department-lead","Finance & Accounting","knowledge-coordination","L4","R3"
"finance-and-accounting-knowledge-coordination-executive-coordinator","Finance & Accounting","knowledge-coordination","L5","R3"
"people-and-hr-strategy-planning-utility-worker","People & HR","strategy-planning","L0","R1"
"people-and-hr-strategy-planning-specialist","People & HR","strategy-planning","L1","R1"
"people-and-hr-strategy-planning-senior-specialist","People & HR","strategy-planning","L2","R2"
"people-and-hr-strategy-planning-team-lead","People & HR","strategy-planning","L3","R2"
"people-and-hr-strategy-planning-department-lead","People & HR","strategy-planning","L4","R3"
"people-and-hr-strategy-planning-executive-coordinator","People & HR","strategy-planning","L5","R3"
"people-and-hr-analysis-research-utility-worker","People & HR","analysis-research","L0","R1"
"people-and-hr-analysis-research-specialist","People & HR","analysis-research","L1","R1"
"people-and-hr-analysis-research-senior-specialist","People & HR","analysis-research","L2","R2"
"people-and-hr-analysis-research-team-lead","People & HR","analysis-research","L3","R2"
"people-and-hr-analysis-research-department-lead","People & HR","analysis-research","L4","R3"
"people-and-hr-analysis-research-executive-coordinator","People & HR","analysis-research","L5","R3"
"people-and-hr-implementation-delivery-utility-worker","People & HR","implementation-delivery","L0","R1"
"people-and-hr-implementation-delivery-specialist","People & HR","implementation-delivery","L1","R1"
"people-and-hr-implementation-delivery-senior-specialist","People & HR","implementation-delivery","L2","R2"
"people-and-hr-implementation-delivery-team-lead","People & HR","implementation-delivery","L3","R2"
"people-and-hr-implementation-delivery-department-lead","People & HR","implementation-delivery","L4","R3"
